filename,true_class,predicted_class,confidence,correct
Common Duckweeds (Lemna minor)\augmented_image_234.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78820926,True
Common Duckweeds (Lemna minor)\augmented_image_235.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78820926,True
Common Duckweeds (Lemna minor)\augmented_image_236.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7863545,True
Common Duckweeds (Lemna minor)\augmented_image_237.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7871442,True
Common Duckweeds (Lemna minor)\augmented_image_238.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78695506,True
Common Duckweeds (Lemna minor)\augmented_image_239.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7845787,True
Common Duckweeds (Lemna minor)\augmented_image_24.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79226595,True
Common Duckweeds (Lemna minor)\augmented_image_240.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7852577,True
Common Duckweeds (Lemna minor)\augmented_image_241.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7852577,True
Common Duckweeds (Lemna minor)\augmented_image_242.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7852577,True
Common Duckweeds (Lemna minor)\augmented_image_243.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78801143,True
Common Duckweeds (Lemna minor)\augmented_image_244.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78798914,True
Common Duckweeds (Lemna minor)\augmented_image_245.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7866879,True
Common Duckweeds (Lemna minor)\augmented_image_246.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7866879,True
Common Duckweeds (Lemna minor)\augmented_image_247.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7866879,True
Common Duckweeds (Lemna minor)\augmented_image_248.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7904799,True
Common Duckweeds (Lemna minor)\augmented_image_249.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79285085,True
Common Duckweeds (Lemna minor)\augmented_image_25.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.796559,True
Common Duckweeds (Lemna minor)\augmented_image_250.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7922053,True
Common Duckweeds (Lemna minor)\augmented_image_251.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79269546,True
Common Duckweeds (Lemna minor)\augmented_image_252.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.783984,True
Common Duckweeds (Lemna minor)\augmented_image_253.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7869302,True
Common Duckweeds (Lemna minor)\augmented_image_254.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79501086,True
Common Duckweeds (Lemna minor)\augmented_image_255.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7955406,True
Common Duckweeds (Lemna minor)\augmented_image_256.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8047379,True
Common Duckweeds (Lemna minor)\augmented_image_257.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8035653,True
Common Duckweeds (Lemna minor)\augmented_image_258.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8047379,True
Common Duckweeds (Lemna minor)\augmented_image_259.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8047379,True
Common Duckweeds (Lemna minor)\augmented_image_26.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79226595,True
Common Duckweeds (Lemna minor)\augmented_image_260.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8015609,True
Common Duckweeds (Lemna minor)\augmented_image_261.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8015609,True
Common Duckweeds (Lemna minor)\augmented_image_262.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8073127,True
Common Duckweeds (Lemna minor)\augmented_image_263.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.80402714,True
Common Duckweeds (Lemna minor)\augmented_image_264.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79716736,True
Common Duckweeds (Lemna minor)\augmented_image_265.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79983956,True
Common Duckweeds (Lemna minor)\augmented_image_266.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7847204,True
Common Duckweeds (Lemna minor)\augmented_image_267.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7836448,True
Common Duckweeds (Lemna minor)\augmented_image_268.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78537256,True
Common Duckweeds (Lemna minor)\augmented_image_269.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7836448,True
Common Duckweeds (Lemna minor)\augmented_image_27.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79157376,True
Common Duckweeds (Lemna minor)\augmented_image_270.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78502476,True
Common Duckweeds (Lemna minor)\augmented_image_271.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78502697,True
Common Duckweeds (Lemna minor)\augmented_image_272.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78696704,True
Common Duckweeds (Lemna minor)\augmented_image_273.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78631866,True
Common Duckweeds (Lemna minor)\augmented_image_274.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7860769,True
Common Duckweeds (Lemna minor)\augmented_image_275.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8061406,True
Common Duckweeds (Lemna minor)\augmented_image_276.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.80372036,True
Common Duckweeds (Lemna minor)\augmented_image_277.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.80331063,True
Common Duckweeds (Lemna minor)\augmented_image_278.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8026455,True
Common Duckweeds (Lemna minor)\augmented_image_279.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7857673,True
Common Duckweeds (Lemna minor)\augmented_image_28.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78971976,True
Common Duckweeds (Lemna minor)\augmented_image_280.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7839018,True
Common Duckweeds (Lemna minor)\augmented_image_281.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.80054617,True
Common Duckweeds (Lemna minor)\augmented_image_282.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7979211,True
Common Duckweeds (Lemna minor)\augmented_image_283.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79547375,True
Common Duckweeds (Lemna minor)\augmented_image_284.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7976666,True
Common Duckweeds (Lemna minor)\augmented_image_285.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79537916,True
Common Duckweeds (Lemna minor)\augmented_image_286.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78490466,True
Common Duckweeds (Lemna minor)\augmented_image_287.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7848415,True
Common Duckweeds (Lemna minor)\augmented_image_288.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78490466,True
Common Duckweeds (Lemna minor)\augmented_image_289.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7921844,True
Common Duckweeds (Lemna minor)\augmented_image_29.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78971976,True
Common Duckweeds (Lemna minor)\augmented_image_290.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7923662,True
Common Duckweeds (Lemna minor)\augmented_image_291.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7924182,True
Common Duckweeds (Lemna minor)\augmented_image_292.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.792289,True
Common Duckweeds (Lemna minor)\augmented_image_293.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.81091213,True
Common Duckweeds (Lemna minor)\augmented_image_294.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8043829,True
Common Duckweeds (Lemna minor)\augmented_image_295.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79885215,True
Common Duckweeds (Lemna minor)\augmented_image_296.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8007569,True
Common Duckweeds (Lemna minor)\augmented_image_297.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7927245,True
Common Duckweeds (Lemna minor)\augmented_image_298.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7871999,True
Common Duckweeds (Lemna minor)\augmented_image_299.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79142386,True
Common Duckweeds (Lemna minor)\augmented_image_3.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79162675,True
Common Duckweeds (Lemna minor)\augmented_image_30.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78870463,True
Common Duckweeds (Lemna minor)\augmented_image_300.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.791218,True
Common Duckweeds (Lemna minor)\augmented_image_301.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7921837,True
Common Duckweeds (Lemna minor)\augmented_image_302.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7911071,True
Common Duckweeds (Lemna minor)\augmented_image_303.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7886874,True
Common Duckweeds (Lemna minor)\augmented_image_304.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7886874,True
Common Duckweeds (Lemna minor)\augmented_image_305.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7900548,True
Common Duckweeds (Lemna minor)\augmented_image_306.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79034775,True
Common Duckweeds (Lemna minor)\augmented_image_307.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79773545,True
Common Duckweeds (Lemna minor)\augmented_image_308.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7992899,True
Common Duckweeds (Lemna minor)\augmented_image_309.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8208632,True
Common Duckweeds (Lemna minor)\augmented_image_31.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78971976,True
Common Duckweeds (Lemna minor)\augmented_image_310.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.82096976,True
Common Duckweeds (Lemna minor)\augmented_image_311.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7951938,True
Common Duckweeds (Lemna minor)\augmented_image_312.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7965132,True
Common Duckweeds (Lemna minor)\augmented_image_313.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8017579,True
Common Duckweeds (Lemna minor)\augmented_image_314.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.80569154,True
Common Duckweeds (Lemna minor)\augmented_image_315.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79919946,True
Common Duckweeds (Lemna minor)\augmented_image_316.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8006874,True
Common Duckweeds (Lemna minor)\augmented_image_317.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8017544,True
Common Duckweeds (Lemna minor)\augmented_image_318.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79919755,True
Common Duckweeds (Lemna minor)\augmented_image_319.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7986242,True
Common Duckweeds (Lemna minor)\augmented_image_32.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8052469,True
Common Duckweeds (Lemna minor)\augmented_image_320.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79579914,True
Common Duckweeds (Lemna minor)\augmented_image_321.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7925535,True
Common Duckweeds (Lemna minor)\augmented_image_322.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7845516,True
Common Duckweeds (Lemna minor)\augmented_image_323.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7838983,True
Common Duckweeds (Lemna minor)\augmented_image_324.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7895553,True
Common Duckweeds (Lemna minor)\augmented_image_325.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79266876,True
Common Duckweeds (Lemna minor)\augmented_image_326.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79214174,True
Common Duckweeds (Lemna minor)\augmented_image_327.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.81134814,True
Common Duckweeds (Lemna minor)\augmented_image_328.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.81092244,True
Common Duckweeds (Lemna minor)\augmented_image_329.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7987462,True
Common Duckweeds (Lemna minor)\augmented_image_33.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.80854636,True
Common Duckweeds (Lemna minor)\augmented_image_330.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79903936,True
Common Duckweeds (Lemna minor)\augmented_image_331.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.803879,True
Common Duckweeds (Lemna minor)\augmented_image_332.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78406334,True
Common Duckweeds (Lemna minor)\augmented_image_333.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78391236,True
Common Duckweeds (Lemna minor)\augmented_image_334.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78656125,True
Common Duckweeds (Lemna minor)\augmented_image_335.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7865364,True
Common Duckweeds (Lemna minor)\augmented_image_336.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.787723,True
Common Duckweeds (Lemna minor)\augmented_image_337.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7865364,True
Common Duckweeds (Lemna minor)\augmented_image_338.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8044481,True
Common Duckweeds (Lemna minor)\augmented_image_339.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.80460984,True
Common Duckweeds (Lemna minor)\augmented_image_34.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8084211,True
Common Duckweeds (Lemna minor)\augmented_image_340.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8046098,True
Common Duckweeds (Lemna minor)\augmented_image_341.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.784337,True
Common Duckweeds (Lemna minor)\augmented_image_342.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.78664875,True
Common Duckweeds (Lemna minor)\augmented_image_343.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8066616,True
Common Duckweeds (Lemna minor)\augmented_image_344.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.806362,True
Common Duckweeds (Lemna minor)\augmented_image_345.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8011951,True
Common Duckweeds (Lemna minor)\augmented_image_346.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8062479,True
Common Duckweeds (Lemna minor)\augmented_image_347.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7956158,True
Common Duckweeds (Lemna minor)\augmented_image_348.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7929118,True
Common Duckweeds (Lemna minor)\augmented_image_349.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7934485,True
Common Duckweeds (Lemna minor)\augmented_image_35.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8052469,True
Common Duckweeds (Lemna minor)\augmented_image_350.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.81873477,True
Common Duckweeds (Lemna minor)\augmented_image_351.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.82101804,True
Common Duckweeds (Lemna minor)\augmented_image_352.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.79446286,True
Common Duckweeds (Lemna minor)\augmented_image_353.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.8006492,True
Common Duckweeds (Lemna minor)\augmented_image_354.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7912265,True
Common Duckweeds (Lemna minor)\augmented_image_355.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7880015,True
Common Duckweeds (Lemna minor)\augmented_image_356.jpg,Common Duckweeds (Lemna minor),Common Duckweeds (Lemna minor),0.7861603,True
